YearBuilt,Elevators,Area,Manager,Floor,APT,FacilitiesNearBy(PublicOffice),FacilitiesNearBy(Mall),FacilitiesNearBy(Hospital),FacilitiesNearBy(Park),FacilitiesNearBy(DepartmentStore),FacilitiesInApt,Parkinglot(Ground),Parkinglot(Basement),TimeToBusStop,TimeToSubway,SchoolNearBy(Elementary),SchoolNearBy(High),SchoolNearBy(Middle),SchoolNearBy(University),SalePrice
2013,14,91,6,12,7,5,1,1,1,1,7,8,93,14,1,4,2,2,3,29235
2013,14,91,6,28,7,5,1,1,1,1,7,8,93,13,3,4,2,2,3,3884
2006,,811,3,16,3,2,1,1,,1,5,111,184,26,0,3,2,2,2,234513
2006,,91,3,18,3,2,1,1,,1,5,111,184,27,27,3,2,2,2,243362
2006,,814,3,2,3,2,1,1,,1,5,111,184,6,24,3,2,2,2,22353
2006,,91,3,7,3,2,1,1,,1,5,111,184,11,8,3,2,2,2,25442
2014,,135,4,18,1,4,,1,,,1,,218,0,18,,,,1,6973
2007,5,1273,5,2,2,4,1,1,1,2,5,7,65,15,10,2,1,1,1,29646
2007,5,1483,5,15,2,4,1,1,1,2,5,7,65,23,9,2,1,1,1,314159
2007,5,1483,5,12,2,4,1,1,1,2,5,7,65,28,23,2,1,1,1,32654
1992,1,64,5,1,3,7,1,1,1,1,3,2,,21,16,4,5,3,5,119469
1993,2,1761,8,17,8,6,1,2,,,4,523,536,1,27,4,5,3,5,238938
2007,1,1366,5,19,3,2,2,2,1,2,4,554,524,4,2,2,2,2,2,318584
2014,,277,3,16,1,3,1,1,1,2,2,11,18,6,25,2,2,2,2,95221
1992,8,914,4,3,3,5,1,1,,1,3,142,79,18,2,3,4,3,4,159292
2007,1,1394,5,5,3,2,2,2,1,2,4,554,524,11,6,2,2,2,2,3539
2007,1,1394,5,21,3,2,2,2,1,2,4,554,524,17,28,2,2,2,2,299115
1992,1,355,5,4,3,7,1,1,1,1,3,2,,2,21,4,5,3,5,66371
1993,2,1451,8,2,8,6,1,2,,,4,523,536,9,2,4,5,3,5,256637
2005,,572,6,18,8,5,1,2,,,7,67,798,26,24,3,4,4,4,175221
1993,2,1288,8,4,8,6,1,2,,,4,523,536,7,13,4,5,3,5,259292
2014,,288,3,14,1,3,1,1,1,2,2,11,18,28,0,2,2,2,2,11327
1992,1,576,5,14,3,7,1,1,1,1,3,2,,19,24,4,5,3,5,16194
2008,14,914,6,24,6,3,1,1,1,1,8,197,475,28,12,2,2,3,2,274336
1993,2,914,8,17,8,6,1,2,,,4,523,536,30,13,4,5,3,5,199115
1993,2,914,8,5,8,6,1,2,,,4,523,536,5,12,4,5,3,5,154867
2005,,572,6,17,8,5,1,2,,,7,67,798,3,9,3,4,4,4,172566
1993,2,1761,8,9,8,6,1,2,,,4,523,536,12,28,4,5,3,5,265486
2008,14,829,6,3,6,3,1,1,1,1,8,197,475,25,30,2,2,3,2,242477
1993,2,644,8,7,8,6,1,2,,,4,523,536,10,18,4,5,3,5,15847
1993,2,914,8,16,8,6,1,2,,,4,523,536,22,7,4,5,3,5,23539
2007,1,1419,5,19,3,2,2,2,1,2,4,554,524,15,16,2,2,2,2,318584
1993,2,644,8,11,8,6,1,2,,,4,523,536,13,26,4,5,3,5,162743
2014,,288,3,2,1,3,1,1,1,2,2,11,18,22,14,2,2,2,2,88318
1993,2,914,8,17,8,6,1,2,,,4,523,536,18,8,4,5,3,5,27964
2014,,26,3,16,1,3,1,1,1,2,2,11,18,9,19,2,2,2,2,7292
1992,1,576,5,12,3,7,1,1,1,1,3,2,,4,2,4,5,3,5,12353
1992,1,355,5,1,3,7,1,1,1,1,3,2,,29,22,4,5,3,5,62831
2005,,743,6,7,8,5,1,2,,,7,67,798,11,9,3,4,4,4,211946
2007,16,868,14,21,7,3,1,1,2,2,1,,127,16,19,3,2,3,2,39734
2007,16,868,14,8,7,3,1,1,2,2,1,,127,23,13,3,2,3,2,279646
2006,11,93,3,14,3,3,1,1,,1,4,123,181,23,1,4,3,3,1,2477
2007,16,868,14,8,7,3,1,1,2,2,1,,127,17,2,3,2,3,2,256637
1978,4,871,1,8,2,3,1,2,,1,3,87,,8,21,3,3,3,2,161946
1986,27,1377,8,2,7,5,,1,1,1,4,713,,6,28,3,1,1,1,252212
1986,27,1131,8,7,7,5,,1,1,1,4,713,,18,5,3,1,1,1,23853
1978,4,93,1,4,2,3,1,2,,1,3,87,,3,4,3,3,3,2,174336
2007,16,1643,14,5,7,3,1,1,2,2,1,,127,18,22,3,2,3,2,353982
2007,16,868,14,15,7,3,1,1,2,2,1,,127,30,16,3,2,3,2,29235
2006,11,93,3,7,3,3,1,1,,1,4,123,181,29,8,4,3,3,1,2388
2007,16,868,14,14,7,3,1,1,2,2,1,,127,9,20,3,2,3,2,269911
2007,16,868,14,5,7,3,1,1,2,2,1,,127,0,29,3,2,3,2,274336
2007,16,1519,14,7,7,3,1,1,2,2,1,,127,24,21,3,2,3,2,36161
2007,16,1643,14,9,7,3,1,1,2,2,1,,127,3,12,3,2,3,2,354123
2007,16,1643,14,9,7,3,1,1,2,2,1,,127,2,7,3,2,3,2,3139
2007,16,1643,14,11,7,3,1,1,2,2,1,,127,0,20,3,2,3,2,34592
2007,16,868,14,19,7,3,1,1,2,2,1,,127,4,3,3,2,3,2,2823
1986,27,1796,8,1,7,5,,1,1,1,4,713,,15,1,3,1,1,1,265486
2007,16,868,14,13,7,3,1,1,2,2,1,,127,11,18,3,2,3,2,29235
2007,16,1643,14,35,7,3,1,1,2,2,1,,127,25,27,3,2,3,2,433628
2007,16,868,14,5,7,3,1,1,2,2,1,,127,21,28,3,2,3,2,29265
1986,27,1377,8,5,7,5,,1,1,1,4,713,,15,9,3,1,1,1,256637
2009,5,91,2,9,1,2,,1,1,,5,25,23,29,1,2,1,1,1,265486
2009,5,91,2,7,1,2,,1,1,,5,25,23,18,6,2,1,1,1,247787
2013,14,97,6,3,7,5,1,1,1,1,7,8,93,24,21,4,2,2,3,29646
2013,14,97,6,4,7,5,1,1,1,1,7,8,93,28,19,4,2,2,3,28761
2006,,91,3,8,3,2,1,1,,1,5,111,184,12,17,3,2,2,2,249557
2006,,91,3,3,3,2,1,1,,1,5,111,184,8,4,3,2,2,2,253982
1985,2,587,2,5,1,5,1,1,1,2,3,8,76,9,4,2,1,1,,93362
1985,2,676,2,9,1,5,1,1,1,2,3,8,76,9,20,2,1,1,,11619
2014,,156,4,16,1,4,,1,,,1,,218,2,20,,,,1,6176
2007,5,1444,5,2,2,4,1,1,1,2,5,7,65,1,15,2,1,1,1,319469
2007,5,1483,5,11,2,4,1,1,1,2,5,7,65,27,15,2,1,1,1,318584
1986,2,58,1,12,1,5,1,1,1,2,3,1,18,28,20,6,3,2,2,7796
2006,11,914,5,2,6,1,1,1,,,5,249,536,18,18,2,1,2,2,251769
2006,11,1149,5,25,6,1,1,1,,,5,249,536,23,30,2,1,2,2,3884
2006,11,1412,5,25,6,1,1,1,,,5,249,536,6,6,2,1,2,2,344247
2006,11,1149,5,1,6,1,1,1,,,5,249,536,9,28,2,1,2,2,34424
2006,11,818,5,14,6,1,1,1,,,5,249,536,23,2,2,1,2,2,2477
2006,11,1437,5,24,6,1,1,1,,,5,249,536,19,6,2,1,2,2,349557
2006,11,1412,5,26,6,1,1,1,,,5,249,536,13,29,2,1,2,2,366371
2005,,914,6,1,8,5,1,2,,,7,67,798,9,9,3,4,4,4,237168
1993,2,644,8,12,8,6,1,2,,,4,523,536,26,21,4,5,3,5,172566
1993,2,644,8,18,8,6,1,2,,,4,523,536,7,20,4,5,3,5,154867
1992,1,355,5,7,3,7,1,1,1,1,3,2,,5,27,4,5,3,5,61946
2005,,572,6,4,8,5,1,2,,,7,67,798,16,26,3,4,4,4,17796
1993,2,914,8,2,8,6,1,2,,,4,523,536,30,15,4,5,3,5,19265
2007,1,1419,5,28,3,2,2,2,1,2,4,554,524,2,22,2,2,2,2,333628
2014,2,644,7,11,1,7,1,1,,,9,9,1174,11,26,4,5,3,5,19265
1993,2,914,8,15,8,6,1,2,,,4,523,536,5,17,4,5,3,5,2779
1992,8,644,4,7,3,5,1,1,,1,3,142,79,25,14,3,4,3,4,15442
2005,,914,6,13,8,5,1,2,,,7,67,798,8,2,3,4,4,4,234513
1992,1,64,5,3,3,7,1,1,1,1,3,2,,28,4,4,5,3,5,11544
1993,2,644,8,6,8,6,1,2,,,4,523,536,4,16,4,5,3,5,159734
1993,2,914,8,3,8,6,1,2,,,4,523,536,16,13,4,5,3,5,23539
2007,1,113,5,22,3,2,2,2,1,2,4,554,524,19,11,2,2,2,2,281415
2007,1,113,5,8,3,2,2,2,1,2,4,554,524,2,3,2,2,2,2,274336
2014,,288,3,3,1,3,1,1,1,2,2,11,18,2,24,2,2,2,2,9397
1993,2,2337,8,14,8,6,1,2,,,4,523,536,4,28,4,5,3,5,283185
1993,2,2337,8,17,8,6,1,2,,,4,523,536,27,4,4,5,3,5,265486
2008,14,829,6,5,6,3,1,1,1,1,8,197,475,25,11,2,2,3,2,252212
1993,2,2337,8,14,8,6,1,2,,,4,523,536,30,26,4,5,3,5,284955
1993,2,644,8,4,8,6,1,2,,,4,523,536,11,30,4,5,3,5,152212
2008,14,829,6,15,6,3,1,1,1,1,8,197,475,0,27,2,2,3,2,26176
2005,,743,6,19,8,5,1,2,,,7,67,798,17,18,3,4,4,4,211946
2007,1,1394,5,25,3,2,2,2,1,2,4,554,524,12,5,2,2,2,2,39292
1992,8,914,4,1,3,5,1,1,,1,3,142,79,16,16,3,4,3,4,184955
1993,2,914,8,9,8,6,1,2,,,4,523,536,16,26,4,5,3,5,221238
1993,2,914,8,19,8,6,1,2,,,4,523,536,26,5,4,5,3,5,2779
2005,,572,6,16,8,5,1,2,,,7,67,798,19,25,3,4,4,4,175663
2007,1,113,5,5,3,2,2,2,1,2,4,554,524,22,7,2,2,2,2,269911
2007,1,113,5,16,3,2,2,2,1,2,4,554,524,21,15,2,2,2,2,283185
1992,1,576,5,13,3,7,1,1,1,1,3,2,,24,21,4,5,3,5,114159
1992,1,355,5,4,3,7,1,1,1,1,3,2,,1,24,4,5,3,5,63274
1993,2,644,8,11,8,6,1,2,,,4,523,536,6,17,4,5,3,5,176548
2007,16,868,14,6,7,3,1,1,2,2,1,,127,7,11,3,2,3,2,278761
2007,16,1387,14,21,7,3,1,1,2,2,1,,127,21,14,3,2,3,2,353982
2007,16,1387,14,8,7,3,1,1,2,2,1,,127,13,26,3,2,3,2,35397
2007,16,868,14,19,7,3,1,1,2,2,1,,127,12,17,3,2,3,2,38849
2007,16,868,14,1,7,3,1,1,2,2,1,,127,9,10,3,2,3,2,29265
2007,16,1643,14,19,7,3,1,1,2,2,1,,127,6,9,3,2,3,2,38761
2007,16,1928,14,5,7,3,1,1,2,2,1,,127,15,4,3,2,3,2,42654
2007,16,868,14,25,7,3,1,1,2,2,1,,127,9,8,3,2,3,2,29235
2007,16,868,14,1,7,3,1,1,2,2,1,,127,27,28,3,2,3,2,2853
2007,16,868,14,12,7,3,1,1,2,2,1,,127,2,23,3,2,3,2,33539
2006,11,857,3,1,3,3,1,1,,1,4,123,181,18,14,4,3,3,1,2238
2007,16,1519,14,24,7,3,1,1,2,2,1,,127,19,0,3,2,3,2,39823
2007,16,868,14,11,7,3,1,1,2,2,1,,127,22,23,3,2,3,2,271681
2007,16,868,14,3,7,3,1,1,2,2,1,,127,0,13,3,2,3,2,273451
1986,27,1796,8,13,7,5,,1,1,1,4,713,,3,14,3,1,1,1,3884
2007,16,868,14,21,7,3,1,1,2,2,1,,127,1,6,3,2,3,2,269911
1986,27,1313,8,6,7,5,,1,1,1,4,713,,27,21,3,1,1,1,238938
2007,16,868,14,4,7,3,1,1,2,2,1,,127,1,9,3,2,3,2,268141
2007,16,1387,14,43,7,3,1,1,2,2,1,,127,2,4,3,2,3,2,39646
2007,16,1928,14,9,7,3,1,1,2,2,1,,127,4,11,3,2,3,2,369628
2007,16,1928,14,32,7,3,1,1,2,2,1,,127,30,16,3,2,3,2,423619
2007,16,1928,14,24,7,3,1,1,2,2,1,,127,5,4,3,2,3,2,38869
2007,16,1928,14,5,7,3,1,1,2,2,1,,127,11,19,3,2,3,2,348283
2006,11,93,3,4,3,3,1,1,,1,4,123,181,14,26,4,3,3,1,2388
1980,2,91,7,3,1,7,1,1,,,9,9,1174,4,9,4,5,3,5,54867
2009,5,116,2,17,1,2,,1,1,,5,25,23,17,20,2,1,1,1,29235
2009,5,91,2,14,1,2,,1,1,,5,25,23,15,13,2,1,1,1,265486
2009,5,91,2,6,1,2,,1,1,,5,25,23,29,16,2,1,1,1,26461
2009,5,91,2,9,1,2,,1,1,,5,25,23,13,21,2,1,1,1,265486
2013,14,97,6,2,7,5,1,1,1,1,7,8,93,3,6,4,2,2,3,314159
2013,14,97,6,5,7,5,1,1,1,1,7,8,93,0,26,4,2,2,3,28761
2013,14,91,6,13,7,5,1,1,1,1,7,8,93,20,25,4,2,2,3,331858
2013,14,91,6,4,7,5,1,1,1,1,7,8,93,12,9,4,2,2,3,29115
2006,,814,3,15,3,2,1,1,,1,5,111,184,2,23,3,2,2,2,232743
2006,,636,3,16,3,2,1,1,,1,5,111,184,12,29,3,2,2,2,21619
2006,,636,3,2,3,2,1,1,,1,5,111,184,7,27,3,2,2,2,224778
2006,,636,3,7,3,2,1,1,,1,5,111,184,9,20,3,2,2,2,212389
2006,,91,3,14,3,2,1,1,,1,5,111,184,10,6,3,2,2,2,264159
2014,,135,4,12,1,4,,1,,,1,,218,8,8,,,,1,53982
2014,,135,4,13,1,4,,1,,,1,,218,23,22,,,,1,53982
2007,5,1334,5,13,2,4,1,1,1,2,5,7,65,4,1,2,1,1,1,343362
2007,5,1483,5,17,2,4,1,1,1,2,5,7,65,22,4,2,1,1,1,35397
2007,5,1483,5,27,2,4,1,1,1,2,5,7,65,10,18,2,1,1,1,39823
2007,5,1483,5,12,2,4,1,1,1,2,5,7,65,18,24,2,1,1,1,315929
1986,2,91,1,15,1,5,1,1,1,2,3,1,18,24,28,6,3,2,2,159292
1986,2,58,1,4,1,5,1,1,1,2,3,1,18,28,25,6,3,2,2,8761
2006,11,914,5,7,6,1,1,1,,,5,249,536,27,5,2,1,2,2,252212
2006,11,818,5,2,6,1,1,1,,,5,249,536,16,0,2,1,2,2,247787
2006,11,1743,5,8,6,1,1,1,,,5,249,536,11,16,2,1,2,2,345132
2006,11,914,5,7,6,1,1,1,,,5,249,536,3,15,2,1,2,2,257522
2006,11,1743,5,23,6,1,1,1,,,5,249,536,29,14,2,1,2,2,365486
2006,11,1149,5,2,6,1,1,1,,,5,249,536,13,14,2,1,2,2,38849
2006,11,1743,5,3,6,1,1,1,,,5,249,536,11,12,2,1,2,2,342477
1993,2,2337,8,15,8,6,1,2,,,4,523,536,13,24,4,5,3,5,2823
1993,2,2337,8,6,8,6,1,2,,,4,523,536,22,10,4,5,3,5,28253
1993,2,2337,8,1,8,6,1,2,,,4,523,536,11,11,4,5,3,5,28973
1992,1,64,5,3,3,7,1,1,1,1,3,2,,14,9,4,5,3,5,119469
1992,8,644,4,2,3,5,1,1,,1,3,142,79,0,26,3,4,3,4,138938
2005,,914,6,13,8,5,1,2,,,7,67,798,12,13,3,4,4,4,23853
2005,,1184,6,3,8,5,1,2,,,7,67,798,20,2,3,4,4,4,2853
1993,2,914,8,23,8,6,1,2,,,4,523,536,29,0,4,5,3,5,219469
2014,12,914,5,21,5,,,,,,1,467,23,13,1,,,,,226725
1992,1,576,5,1,3,7,1,1,1,1,3,2,,20,24,4,5,3,5,11769
1993,2,914,8,3,8,6,1,2,,,4,523,536,26,29,4,5,3,5,19469
1993,2,644,8,9,8,6,1,2,,,4,523,536,17,0,4,5,3,5,159292
1992,8,1448,4,6,3,5,1,1,,1,3,142,79,26,27,3,4,3,4,232743
1992,1,576,5,9,3,7,1,1,1,1,3,2,,17,28,4,5,3,5,118584
1992,1,355,5,6,3,7,1,1,1,1,3,2,,13,27,4,5,3,5,63716
1993,2,644,8,21,8,6,1,2,,,4,523,536,14,10,4,5,3,5,168141
2005,,572,6,18,8,5,1,2,,,7,67,798,24,19,3,4,4,4,179646
1993,2,1761,8,1,8,6,1,2,,,4,523,536,9,5,4,5,3,5,256637
1993,2,1451,8,1,8,6,1,2,,,4,523,536,20,27,4,5,3,5,284955
2008,14,1167,6,15,6,3,1,1,1,1,8,197,475,6,9,2,2,3,2,325221
2014,,288,3,15,1,3,1,1,1,2,2,11,18,13,21,2,2,2,2,13982
2005,,572,6,19,8,5,1,2,,,7,67,798,8,11,3,4,4,4,1847
1992,8,644,4,16,3,5,1,1,,1,3,142,79,20,30,3,4,3,4,152654
1993,2,644,8,3,8,6,1,2,,,4,523,536,8,18,4,5,3,5,155752
2005,,572,6,21,8,5,1,2,,,7,67,798,21,25,3,4,4,4,139823
2007,1,1394,5,4,3,2,2,2,1,2,4,554,524,15,12,2,2,2,2,29265
2014,,288,3,2,1,3,1,1,1,2,2,11,18,1,28,2,2,2,2,8392
2014,2,192,7,18,1,7,1,1,,,9,9,1174,0,2,4,5,3,5,345132
2007,16,1928,14,11,7,3,1,1,2,2,1,,127,13,3,3,2,3,2,383716
2007,16,1928,14,14,7,3,1,1,2,2,1,,127,15,6,3,2,3,2,376867
2007,16,1387,14,41,7,3,1,1,2,2,1,,127,6,2,3,2,3,2,39823
2007,16,1643,14,9,7,3,1,1,2,2,1,,127,3,19,3,2,3,2,39385
1986,27,1131,8,1,7,5,,1,1,1,4,713,,5,17,3,1,1,1,21154
2007,16,868,14,17,7,3,1,1,2,2,1,,127,25,29,3,2,3,2,29115
2007,16,868,14,21,7,3,1,1,2,2,1,,127,0,7,3,2,3,2,3
2007,16,868,14,1,7,3,1,1,2,2,1,,127,20,25,3,2,3,2,283185
2007,16,868,14,12,7,3,1,1,2,2,1,,127,12,14,3,2,3,2,39734
2007,16,868,14,22,7,3,1,1,2,2,1,,127,18,19,3,2,3,2,31544
2006,11,93,3,15,3,3,1,1,,1,4,123,181,16,13,4,3,3,1,247787
2007,16,1928,14,24,7,3,1,1,2,2,1,,127,22,3,3,2,3,2,42923
2007,16,868,14,8,7,3,1,1,2,2,1,,127,28,5,3,2,3,2,274336
2007,16,1387,14,5,7,3,1,1,2,2,1,,127,7,17,3,2,3,2,31469
2007,16,868,14,4,7,3,1,1,2,2,1,,127,6,4,3,2,3,2,29115
1997,4,644,2,15,1,7,1,1,1,2,5,82,56,8,3,4,,,3,128318
1997,4,558,2,5,1,7,1,1,1,2,5,82,56,19,10,4,,,3,118584
2009,5,914,2,7,1,2,,1,1,,5,25,23,1,29,2,1,1,1,271681
2009,5,91,2,1,1,2,,1,1,,5,25,23,17,20,2,1,1,1,212389
2013,14,91,6,15,7,5,1,1,1,1,7,8,93,14,8,4,2,2,3,314159
2013,14,91,6,8,7,5,1,1,1,1,7,8,93,4,15,4,2,2,3,31154
2013,14,91,6,12,7,5,1,1,1,1,7,8,93,2,7,4,2,2,3,3779
2006,,91,3,2,3,2,1,1,,1,5,111,184,23,9,3,2,2,2,255752
2014,,135,4,11,1,4,,1,,,1,,218,27,27,,,,1,57522
2014,,135,4,19,1,4,,1,,,1,,218,0,21,,,,1,57522
2007,5,1483,5,22,2,4,1,1,1,2,5,7,65,6,16,2,1,1,1,3853
2007,5,169,5,22,2,4,1,1,1,2,5,7,65,7,20,2,1,1,1,384955
2007,5,1273,5,21,2,4,1,1,1,2,5,7,65,5,15,2,1,1,1,3238
2007,5,1334,5,7,2,4,1,1,1,2,5,7,65,5,18,2,1,1,1,348672
1986,2,58,1,5,1,5,1,1,1,2,3,1,18,15,29,6,3,2,2,75221
2006,11,914,5,24,6,1,1,1,,,5,249,536,28,0,2,1,2,2,256637
2007,1,1394,5,1,3,2,2,2,1,2,4,554,524,5,23,2,2,2,2,331858
1993,2,2337,8,15,8,6,1,2,,,4,523,536,11,23,4,5,3,5,29235
1993,2,644,8,19,8,6,1,2,,,4,523,536,10,27,4,5,3,5,182743
1993,2,2337,8,15,8,6,1,2,,,4,523,536,9,28,4,5,3,5,39734
2007,1,1419,5,9,3,2,2,2,1,2,4,554,524,7,22,2,2,2,2,315929
1993,2,914,8,18,8,6,1,2,,,4,523,536,16,3,4,5,3,5,23539
2007,1,1366,5,11,3,2,2,2,1,2,4,554,524,8,1,2,2,2,2,374336
2007,1,1419,5,19,3,2,2,2,1,2,4,554,524,1,22,2,2,2,2,349557
2008,14,914,6,1,6,3,1,1,1,1,8,197,475,24,13,2,2,3,2,2477
2007,1,113,5,6,3,2,2,2,1,2,4,554,524,12,13,2,2,2,2,286725
2008,14,1167,6,1,6,3,1,1,1,1,8,197,475,21,5,2,2,3,2,286725
2005,,743,6,7,8,5,1,2,,,7,67,798,28,3,3,4,4,4,212389
2008,14,829,6,13,6,3,1,1,1,1,8,197,475,7,1,2,2,3,2,25397
2005,,743,6,3,8,5,1,2,,,7,67,798,6,14,3,4,4,4,21619
1993,2,644,8,7,8,6,1,2,,,4,523,536,19,20,4,5,3,5,157964
2007,1,914,5,3,3,2,2,2,1,2,4,554,524,30,29,2,2,2,2,268141
2014,,288,3,1,1,3,1,1,1,2,2,11,18,25,8,2,2,2,2,15752
1992,8,1448,4,6,3,5,1,1,,1,3,142,79,23,12,3,4,3,4,181415
2005,,914,6,18,8,5,1,2,,,7,67,798,29,10,3,4,4,4,24692
1992,1,576,5,11,3,7,1,1,1,1,3,2,,28,16,4,5,3,5,118584
2007,16,1387,14,2,7,3,1,1,2,2,1,,127,25,24,3,2,3,2,3115
2007,16,1387,14,7,7,3,1,1,2,2,1,,127,9,14,3,2,3,2,331265
2007,16,1519,14,5,7,3,1,1,2,2,1,,127,26,26,3,2,3,2,32345
2007,16,1643,14,12,7,3,1,1,2,2,1,,127,4,30,3,2,3,2,353716
2007,16,1643,14,1,7,3,1,1,2,2,1,,127,16,4,3,2,3,2,365548
2007,16,1928,14,16,7,3,1,1,2,2,1,,127,30,25,3,2,3,2,424778
2006,11,93,3,1,3,3,1,1,,1,4,123,181,25,5,4,3,3,1,238938
1986,27,914,8,5,7,5,,1,1,1,4,713,,23,20,3,1,1,1,221238
2007,16,1643,14,26,7,3,1,1,2,2,1,,127,0,21,3,2,3,2,442477
2007,16,868,14,26,7,3,1,1,2,2,1,,127,24,19,3,2,3,2,38849
2007,16,1643,14,16,7,3,1,1,2,2,1,,127,30,16,3,2,3,2,373743
2006,11,93,3,2,3,3,1,1,,1,4,123,181,0,25,4,3,3,1,238938
2007,16,1643,14,19,7,3,1,1,2,2,1,,127,8,22,3,2,3,2,381831
2007,16,1643,14,11,7,3,1,1,2,2,1,,127,27,27,3,2,3,2,36261
2007,16,868,14,19,7,3,1,1,2,2,1,,127,24,16,3,2,3,2,29646
2007,16,1643,14,6,7,3,1,1,2,2,1,,127,7,18,3,2,3,2,347982
2006,11,93,3,5,3,3,1,1,,1,4,123,181,7,16,4,3,3,1,265486
1978,4,93,1,11,2,3,1,2,,1,3,87,,27,22,3,3,3,2,181415
2006,11,1192,3,5,3,3,1,1,,1,4,123,181,20,16,4,3,3,1,3442
2007,16,1387,14,22,7,3,1,1,2,2,1,,127,4,22,3,2,3,2,39385
2009,5,91,2,6,1,2,,1,1,,5,25,23,6,5,2,1,1,1,274336
2009,5,91,2,14,1,2,,1,1,,5,25,23,29,22,2,1,1,1,252212
2013,14,91,6,34,7,5,1,1,1,1,7,8,93,11,22,4,2,2,3,321238
2013,14,91,6,24,7,5,1,1,1,1,7,8,93,28,24,4,2,2,3,325663
2013,14,91,6,2,7,5,1,1,1,1,7,8,93,24,28,4,2,2,3,3539
2007,5,1629,5,22,2,4,1,1,1,2,5,7,65,27,16,2,1,1,1,435398
2007,5,1629,5,1,2,4,1,1,1,2,5,7,65,3,20,2,1,1,1,371681
2007,5,1273,5,12,2,4,1,1,1,2,5,7,65,21,5,2,1,1,1,3238
2007,5,1334,5,22,2,4,1,1,1,2,5,7,65,2,26,2,1,1,1,362831
2007,5,169,5,26,2,4,1,1,1,2,5,7,65,16,4,2,1,1,1,451327
1986,2,58,1,11,1,5,1,1,1,2,3,1,18,27,10,6,3,2,2,83628
2006,11,1412,5,28,6,1,1,1,,,5,249,536,12,2,2,1,2,2,371681
2006,11,256,5,2,6,1,1,1,,,5,249,536,26,10,2,1,2,2,35397
2006,11,256,5,26,6,1,1,1,,,5,249,536,11,7,2,1,2,2,385398
2006,11,256,5,7,6,1,1,1,,,5,249,536,0,7,2,1,2,2,38938
2006,11,256,5,18,6,1,1,1,,,5,249,536,5,30,2,1,2,2,47964
2006,11,1149,5,2,6,1,1,1,,,5,249,536,17,18,2,1,2,2,29646
2006,11,1743,5,1,6,1,1,1,,,5,249,536,29,16,2,1,2,2,3853
2008,14,914,6,4,6,3,1,1,1,1,8,197,475,14,11,2,2,3,2,265486
2005,,1184,6,21,8,5,1,2,,,7,67,798,24,7,3,4,4,4,2853
2005,,914,6,6,8,5,1,2,,,7,67,798,15,15,3,4,4,4,243362
2005,,914,6,17,8,5,1,2,,,7,67,798,11,20,3,4,4,4,25442
1992,8,644,4,1,3,5,1,1,,1,3,142,79,10,14,3,4,3,4,137168
2005,,914,6,21,8,5,1,2,,,7,67,798,10,24,3,4,4,4,247345
1992,1,576,5,1,3,7,1,1,1,1,3,2,,18,23,4,5,3,5,117699
2005,,572,6,19,8,5,1,2,,,7,67,798,25,3,3,4,4,4,19265
1993,2,644,8,19,8,6,1,2,,,4,523,536,26,6,4,5,3,5,174778
1992,1,355,5,6,3,7,1,1,1,1,3,2,,26,1,4,5,3,5,738
2008,14,829,6,2,6,3,1,1,1,1,8,197,475,7,20,2,2,3,2,255752
2014,,288,3,6,1,3,1,1,1,2,2,11,18,29,24,2,2,2,2,9617
2005,,914,6,16,8,5,1,2,,,7,67,798,23,15,3,4,4,4,25
2008,14,829,6,2,6,3,1,1,1,1,8,197,475,7,23,2,2,3,2,255752
1992,8,914,4,17,3,5,1,1,,1,3,142,79,21,2,3,4,3,4,176991
2005,,914,6,14,8,5,1,2,,,7,67,798,10,12,3,4,4,4,26161
2008,14,829,6,11,6,3,1,1,1,1,8,197,475,26,8,2,2,3,2,259292
2008,14,1167,6,1,6,3,1,1,1,1,8,197,475,28,21,2,2,3,2,29469
2005,,743,6,18,8,5,1,2,,,7,67,798,29,8,3,4,4,4,221238
2007,1,113,5,18,3,2,2,2,1,2,4,554,524,0,2,2,2,2,2,28761
2008,14,914,6,16,6,3,1,1,1,1,8,197,475,12,18,2,2,3,2,29115
2014,,288,3,11,1,3,1,1,1,2,2,11,18,25,23,2,2,2,2,13539
1986,27,1131,8,9,7,5,,1,1,1,4,713,,1,23,3,1,1,1,243362
2007,16,1643,14,12,7,3,1,1,2,2,1,,127,0,11,3,2,3,2,42923
2007,16,1387,14,9,7,3,1,1,2,2,1,,127,26,3,3,2,3,2,48849
2007,16,1387,14,2,7,3,1,1,2,2,1,,127,19,18,3,2,3,2,3477
2007,16,868,14,8,7,3,1,1,2,2,1,,127,24,24,3,2,3,2,29265
2007,16,868,14,14,7,3,1,1,2,2,1,,127,18,29,3,2,3,2,29235
2009,5,91,2,9,1,2,,1,1,,5,25,23,9,21,2,1,1,1,28584
2013,14,91,6,6,7,5,1,1,1,1,7,8,93,13,4,4,2,2,3,318584
2013,14,91,6,21,7,5,1,1,1,1,7,8,93,7,8,4,2,2,3,39734
2013,14,91,6,1,7,5,1,1,1,1,7,8,93,19,15,4,2,2,3,39734
2006,,91,3,1,3,2,1,1,,1,5,111,184,12,5,3,2,2,2,265486
2006,,91,3,11,3,2,1,1,,1,5,111,184,28,6,3,2,2,2,276991
1985,2,587,2,9,1,5,1,1,1,2,3,8,76,19,3,2,1,1,,1539
2014,,163,4,13,1,4,,1,,,1,,218,2,19,,,,1,6176
