CurrentLoan,CreditScore,Income,Years,Debt,YearsofCreditHistory,Delinquent,OpenAccounts,CreditProblems,CreditBalance,MaxOpenCredit
200816,738,963490,7,15576.39,17.7,0,7,0,90782,136158
421234,718,1002307,5,19544.92,20,0,17,0,509029,956802
130790,703,982604,9,14902.84,13.8,41,10,0,147991,274626
112618,725,1687162,10,24745.22,19.1,28,10,0,87590,134310
99999999,733,810521,10,16615.69,18.3,0,9,0,251465,294118
99999999,745,670985,3,1436.97,10.6,0,3,0,19494,51084
99999999,749,3729453,2,17963.55,17.9,0,8,0,1073766,2628538
99999999,728,1220009,10,1392.89,25.2,0,13,0,2047041,3997070
606980,707,1467389,10,37051.71,19.4,14,20,0,396435,970442
401654,719,1156302,10,10503.01,15.7,0,6,0,354179,532598
221606,,,8,6127.5,13.9,0,8,0,333298,774972
194854,734,576954,1,4942.66,11.5,0,3,0,115558,200332
215468,733,837387,5,16328.98,40.6,0,13,2,164616,327492
190234,694,1005100,2,12731.14,14.2,14,8,0,89433,143242
191620,710,2074534,7,31118.01,15.8,47,13,0,101517,129162
227502,663,618982,3,14236.32,24,36,12,0,353951,488488
397694,658,1190692,2,13593.74,10.7,0,5,0,128459,320562
466532,740,3357585,10,52042.52,23.7,37,11,0,2237231,3069286
517220,,,10,4138.01,21,23,8,0,74309,288706
109340,718,982528,7,13182.39,12.2,0,8,0,95266,176770
203082,723,1137606,1,26638.95,19.3,0,17,1,131347,281138
443564,721,2145233,9,29139.35,17,4,14,0,331151,647702
333498,,,10,17208.49,26.6,30,11,2,188442,326656
269192,,,4,12184.13,14.8,0,8,0,93670,143660
211156,738,1006791,7,13843.4,17.4,27,11,0,186010,525316
180180,,,3,16617.02,21.5,45,8,0,101441,177980
129536,713,907421,8,21778.18,20.7,81,7,1,58919,88572
217888,711,1411320,7,9561.75,21.8,16,12,0,210026,884290
343068,727,673379,9,7687.59,15.4,0,15,0,284392,1261700
482042,746,2997041,6,31219.09,22.3,0,9,0,693690,2616372
380512,7060,915743,1,480.7,16,14,10,1,5054,150106
184668,713,478952,10,2817.7,10.5,0,6,0,72827,184096
450252,695,2080367,10,18723.36,17.5,10,7,0,209361,398728
65318,7390,1052942,5,14565.59,16.6,76,9,1,92454,342012
264352,7320,1236615,2,28338.88,14,4,17,0,296742,526196
99999999,717,1748665,10,13989.32,31.2,50,6,0,183464,230384
95590,690,1305566,3,19692.36,17.7,48,13,2,100985,200244
176550,,,3,19900.79,7.2,0,14,0,142652,412962
329604,742,1707948,3,21918.59,12.5,17,20,0,256177,415426
314512,,,10,52941.41,33.5,0,20,0,773680,1862454
390060,704,842175,1,16913.61,24.7,82,8,0,423966,520036
678062,,,1,28484.99,16.9,75,8,0,499529,652080
302544,727,1493096,8,26377.89,7.3,0,17,1,332481,656942
326436,,,5,10735.57,16.5,42,7,0,249166,508816
99999999,717,1900190,10,37528.8,17.4,68,21,0,473062,1006940
242066,742,1493248,2,6781.86,10.1,52,8,0,165775,499862
402930,,,10,19332.5,16,0,8,0,312208,485232
332508,722,1206101,3,22212.33,13,0,12,0,30001,534402
77462,730,1022010,8,6080.95,25,71,7,1,71649,237050
552486,711,1526840,3,36771.46,15,0,16,0,355414,709522
133716,,,10,11994.7,18,40,9,0,280497,392260
137676,,,4,7414.94,16.5,0,12,0,141759,303402
357918,7100,811414,10,11968.29,15.8,16,7,0,63061,136466
99999999,697,673056,8,10320.23,14,0,7,0,200488,290202
236192,684,623295,5,5968.28,11.4,0,12,0,220609,450516
99999999,732,1524028,9,27432.58,20.9,12,9,0,419406,848980
44682,749,964915,7,6521.37,14.2,0,9,0,97185,770770
583132,693,1354396,10,19751.64,28.3,20,23,0,482885,1570602
80168,744,507661,1,6519.28,15.2,0,7,0,231116,285010
756602,673,2463426,0,32229.89,27,57,14,0,774554,1233628
269236,716,1162572,1,33908.35,10.1,0,14,0,229026,307274
524370,651,1257971,10,29457.41,14.9,0,18,0,299060,593978
350064,671,892278,10,15912.5,13.1,27,7,0,196973,287980
443740,,,10,37486.81,15.5,35,23,1,397841,813890
768394,,,10,29944.19,16,0,5,0,303620,627792
492624,,,10,26396.7,29.5,6,12,0,436601,661694
66990,749,1446375,0,18923.43,19.4,47,10,0,492176,633908
262438,739,2266548,6,27387.55,16,0,11,0,300960,662508
154682,746,534337,2,4065.43,12.3,0,6,0,115235,150260
132374,734,4287407,7,15077.26,16.4,0,12,0,264309,375056
99999999,746,1607894,1,15006.96,18.5,18,10,0,178467,481712
183458,741,810806,1,9864.61,11.3,25,11,0,251123,695640
133672,698,1058281,6,16138.6,18.2,0,10,1,77710,316866
112156,729,774820,10,22405.37,18.5,7,12,0,166136,235466
491238,710,1007019,10,14433.92,30.9,0,14,0,396264,1087262
444092,611,1438262,8,36555.62,16.8,69,14,0,449863,1137334
673134,,,10,22817.67,19,10,14,0,1061359,1391764
133716,746,968639,2,13399.37,8.9,0,8,0,52687,354640
214742,744,1298213,5,14496.81,13,46,5,0,89034,274934
236192,690,950361,0,7009.1,14,23,5,0,69464,164472
605858,707,1138518,9,26850.04,10.9,0,20,0,613415,1384548
759682,7050,3299198,2,31892.07,19.1,8,22,2,230945,793496
260194,725,936320,1,24032.15,6,0,11,0,326268,548306
268334,,,7,19480.51,17.1,0,10,0,197695,301972
211728,746,571425,6,14095.15,14,54,10,0,138472,222684
181412,736,1585455,6,10794.28,23.4,0,10,0,309339,408408
99999999,740,1102665,9,4373.99,18.9,70,4,0,172444,279664
408364,715,1447382,10,39923.37,20.1,5,26,0,483911,828850
229944,,,1,7223.61,13.6,0,5,0,127376,224818
173602,728,730930,10,15653.91,22.8,0,12,0,262656,436370
353078,740,975004,6,21937.59,11,0,11,0,699029,883608
209110,738,581001,3,16025.93,14.3,0,14,1,287869,450428
330110,722,1805551,5,17904.84,17.5,59,14,0,291251,475640
133760,722,656583,10,9848.65,20,0,6,0,255911,347798
465982,610,2269968,1,26672.2,13.5,5,14,0,964478,3274942
608014,,,6,16460.08,18.1,13,7,0,88084,352946
143990,659,575396,0,16015.1,37.5,34,9,0,33801,92532
153054,672,558486,5,8935.7,9.2,0,8,0,79382,168036
110792,708,1243778,7,2425.35,14.2,0,6,2,74879,161744
697246,,,10,27442.27,15.1,34,7,0,30248,63206
262240,,,3,13890.33,20.4,0,11,0,319200,623260
788260,681,2042291,10,31315.04,21.5,44,8,0,93271,407506
99999999,728,714210,1,5189.85,20.1,0,7,0,209266,341748
261492,742,828058,6,15526.04,18.2,18,11,1,193762,377080
387288,696,1292266,9,27783.51,21.2,0,13,1,520239,822932
772926,695,1926296,2,54417.71,16.5,0,20,0,636880,1243572
509410,,,3,25397.87,16.8,66,14,0,557840,1445004
681780,747,4112284,6,60313.6,29.4,0,14,0,1573352,2587772
36586,738,452808,1,2641.38,10.2,0,3,0,131442,196636
102212,737,752571,4,15427.62,8,0,11,0,218063,510070
649770,640,1234563,10,23559.62,15.5,0,7,0,530993,704286
184140,739,477565,5,11262.44,16.6,43,12,0,203813,378180
43758,,,6,13338.38,17.9,15,8,1,68058,118140
265364,,,4,7734.33,11.4,0,7,0,66234,177122
107140,722,809571,2,10659.38,8,23,6,0,81700,156112
380798,684,2826915,10,43110.43,31.6,19,6,0,274284,377652
212652,736,530575,1,6543.79,20.8,36,10,0,134919,428010
99999999,740,1042910,6,17555.62,17.3,0,22,0,310517,966548
178002,716,1114559,10,9278.65,21.9,11,11,0,84968,155694
333102,737,1495927,10,32536.55,17.3,20,14,0,531411,1032438
44792,705,1198976,10,14487.69,17.3,0,10,0,644081,825902
430452,733,1681272,3,15831.94,12.3,63,7,0,380418,941204
112728,746,876128,5,25188.49,23.5,0,9,0,285038,504636
112354,739,1261315,3,3121.89,20.5,0,11,0,47652,968132
146608,,,6,3448.69,9.3,0,5,0,108927,218966
99999999,731,2087283,10,32526.86,26.1,30,23,0,400596,570526
300454,745,1729836,10,9816.73,15,0,8,0,402610,987668
554400,698,2298240,2,6243.59,17.8,6,10,0,60762,1134892
39490,6200,568461,5,14211.62,11.3,81,9,0,46683,158092
216656,,,2,11451.3,9.2,0,7,0,195776,398398
112354,715,464322,3,3803.42,13.2,0,19,0,75259,686136
204512,744,468483,1,12727.34,14.4,0,6,1,137864,285538
162602,,,9,11383.28,19.5,69,9,0,100339,125730
223586,744,946181,10,23575.58,22.2,76,16,1,237690,438218
454894,712,1085033,10,18626.46,13.2,0,9,0,385472,508926
355872,721,3369346,0,63736.64,21.3,0,15,1,678281,1425380
303204,713,1066850,9,30049.45,16.5,0,14,1,253175,518848
493988,748,1295097,4,13490.57,24.3,0,13,0,347472,1780240
424644,715,1653437,1,22321.58,6.3,0,15,0,323684,607464
436744,,,10,18152.22,15.4,0,6,0,358682,759286
215292,706,645468,1,15814.08,8.7,0,11,0,263967,468776
218284,7420,1922876,1,8300.53,17.6,0,8,0,485982,872410
141922,722,1011712,3,18042.21,12.7,0,14,0,120441,182512
451836,745,1579470,8,13557.07,24.5,0,12,0,448324,983180
215336,745,1301804,10,7615.58,20.5,61,10,1,64220,594836
108614,722,825379,3,8460.13,13.6,14,3,0,14269,39072
364914,720,1400699,1,20310.24,17.7,38,14,0,457957,845702
115918,739,2695112,10,9432.93,22.4,15,10,0,238982,404558
467368,599,1121190,10,15790.14,13.1,17,6,0,39064,123288
99999999,748,725363,1,9006.57,11.5,0,10,0,24529,312158
534534,,,10,32396.52,12.1,46,8,0,630876,824472
258412,735,1022846,10,19689.7,21.6,50,10,0,147478,981398
209352,748,951064,7,22119.99,16.8,0,6,0,133798,309870
199738,7450,2108392,1,32328.69,17.1,0,14,0,52459,949124
161414,645,687667,10,12034.22,18.2,38,7,0,125172,213136
143154,732,608608,3,3347.42,13.1,37,3,0,84702,101332
235884,710,570532,1,14738.68,15.8,0,7,0,351177,447832
436612,7010,1862741,10,35857.94,22.3,34,13,0,381520,513084
760848,728,1877390,10,27535.18,16.9,0,11,0,666805,1562946
224730,,,10,19020.33,21.7,68,14,1,182742,357434
247478,745,2862540,5,12809.8,27.9,0,6,0,513171,762784
57486,,,10,19935.56,16.2,3,8,0,73435,128062
108240,,,5,16475.85,24.3,0,15,0,232674,615076
110330,724,952755,3,7534.83,39.2,0,13,0,229596,436524
383130,,,10,29140.87,13.9,56,20,0,483854,908028
216062,,,2,10467.29,10.9,0,15,0,429552,862004
293150,689,964478,1,13422.55,11.3,0,12,0,419406,582296
265188,738,2767407,6,12268.68,33.4,20,17,0,320587,1400740
435688,677,1222897,5,26088.52,25.5,20,24,0,125324,824472
282722,705,797373,3,4133.07,13.6,56,10,1,174819,315766
122210,,,1,8395.72,9.5,41,10,0,104595,257664
245674,719,779969,10,13844.35,18.7,0,10,1,155648,258192
215116,,,2,13762.27,27,0,5,0,381197,461714
431200,745,1266160,1,7639.14,20.1,18,9,0,219260,972774
99999999,721,2022531,10,22247.86,21,26,7,1,14630,105952
89694,700,1089213,3,12889.03,9.5,0,4,0,24624,56562
176198,746,568347,3,11745.8,25.7,16,6,0,161253,242176
427284,665,1026209,10,28220.7,21.6,0,18,0,297768,670758
130152,750,1217710,10,7681.7,16.5,0,18,0,159828,1303192
129910,641,375554,10,7229.5,4.8,0,8,0,182837,372064
99999999,728,764275,1,7069.52,15.8,0,6,0,193287,466268
625086,666,1229072,10,21303.94,14.4,0,10,0,402705,834130
259402,692,1392510,4,23788.57,21.4,0,13,0,743242,1107590
128700,735,1556100,2,20151.59,11.2,30,6,0,50730,107162
330396,7420,1141368,10,11889.25,12,0,8,0,187416,447414
324786,731,607753,10,5773.53,23.8,65,7,0,167390,333586
39666,687,761140,1,10338.66,7.5,29,8,0,64258,171842
411400,,,2,21691.73,7.7,28,11,0,494836,829180
518078,732,1677852,6,14247.72,23.4,57,7,0,124222,377498
87912,710,417544,5,8420.42,5.5,0,9,0,110675,355938
260260,726,655557,1,14313.08,9.3,0,12,0,150841,416834
761090,678,1449947,10,7757.13,30.7,0,5,0,196289,239492
223608,709,1351812,1,12954.77,10.2,0,6,0,187074,281688
325402,683,940234,5,18177.87,14.4,19,16,0,236949,507144
218372,735,1151932,1,9148.31,17.5,25,7,0,173166,297044
302786,748,784510,10,3641.54,15.2,33,10,0,122303,400048
195690,,,2,10068.29,27,15,15,0,113430,410454
99999999,743,874057,4,2578.49,13.4,0,8,1,74366,267388
442156,718,1575176,1,23496.54,15.7,107,11,0,3021,158774
390280,717,2320603,3,28040.58,11.3,2,11,0,123899,284064
134420,751,2321952,3,16331.07,27.4,0,7,1,21451,147884
444004,724,2109019,7,14763.19,19.7,0,6,1,105792,226864
763840,662,1809408,6,39957.76,24.2,0,13,0,555142,667502
436392,649,1451011,3,18838.88,16.4,38,11,0,387220,804936
295504,,,10,14119.09,15.4,0,8,0,256234,346214
141152,722,768873,1,13198.92,13.9,72,16,0,80921,286528
99999999,730,1545232,2,11692.22,14.7,0,6,0,367422,604318
239492,695,569829,10,14151.01,16.4,0,10,0,199272,468006
66198,,,2,14626.39,15,52,10,0,236778,667084
453464,,,10,22393.59,16.9,0,8,1,168948,795256
179762,,,10,18248.55,32.3,0,19,0,264043,999152
99999999,747,1707264,10,6843.23,28.1,0,8,0,22458,1300310
441320,718,1238705,10,10838.74,12.6,49,19,0,235030,706860
178860,751,1177772,3,20709.24,21.5,0,17,0,315571,1421750
657162,6950,2459379,3,27257.97,9.1,31,19,0,206758,834152
99999999,748,590596,10,10876.74,26.9,47,15,0,75658,962610
108922,721,460883,0,3011.31,33.9,44,5,0,67982,82764
546700,741,3305050,4,33876.81,15.4,0,26,1,511195,1078132
172194,740,1026152,4,15853.98,15.7,0,6,0,60173,458392
265012,747,4291245,10,51852.52,15.7,17,11,0,48754,161282
456368,725,1876820,10,30029.12,26.3,15,18,0,341449,467346
99999999,706,1441530,5,28350.09,16.8,0,14,0,845671,1816716
316426,,,1,9172.82,9.7,0,4,0,86412,106216
180620,723,835753,7,13093.47,11.3,61,25,1,117173,365728
439516,699,1499347,8,32360.8,15.6,0,14,0,535211,1032856
419606,740,909530,10,14931.53,21.5,19,14,0,364553,1237874
44220,745,2387122,10,19494.76,18.5,12,7,0,276412,500082
99999999,693,595726,10,15736.75,15.4,0,14,1,236227,493702
323598,669,801154,0,15555.68,22,0,11,1,78242,548988
236170,649,630515,6,11664.48,21,35,9,0,152456,336226
385484,,,10,18945.28,13.9,8,8,0,70129,103048
65142,,,5,9857.96,6.7,67,14,0,196061,443410
179894,724,947682,10,16189.71,18.5,0,9,0,201400,238436
344674,745,1116288,3,11907.11,35.3,0,10,0,281580,367994
347996,725,1108213,10,10343.41,11.2,11,9,0,158251,450208
99999999,721,933945,8,2467.15,13.2,0,3,0,95912,123266
99999999,715,579747,1,3710.32,10.8,0,9,0,76114,143330
269038,704,1452227,2,19241.87,14.5,36,9,0,166136,338690
301818,724,651643,1,14770.22,13.6,2,12,0,127680,1173370
725406,724,2432000,9,36480,14.4,0,9,0,411331,862840
99999999,745,2335347,6,42619.85,17.5,2,23,0,443346,1579512
221958,726,958455,6,2827.39,15.3,0,2,0,96216,768284
765842,730,2910192,10,29587.18,16.6,0,16,0,395466,897842
414194,,,8,26188.27,20.4,0,11,0,405859,662838
221892,,,10,20816.21,20.3,41,13,1,138947,370722
99999999,722,964478,3,2724.6,8.5,0,4,0,93480,278982
99999999,656,704102,0,10620.05,38.6,5,12,0,350037,960432
333762,,,5,9826.04,18.4,0,10,0,194332,716628
143902,733,899270,10,25629.29,17.5,11,10,0,69654,215050
268774,703,844056,0,13927,28.6,0,13,0,368353,478676
449768,720,2330616,5,20198.71,17.9,79,16,0,229140,411334
213070,714,2683674,6,7626.03,20.3,27,10,0,110846,151030
413666,724,1158696,9,6817.01,18.2,7,12,0,281580,871772
247456,,,2,11934.47,25.6,72,7,0,228399,279840
256740,750,829084,5,10570.84,13.3,0,8,0,16948,784960
215996,743,690213,1,7074.65,8.3,0,10,0,156997,513502
415404,690,900505,10,12081.72,18.8,0,10,0,221198,337018
324852,628,1589806,6,23847.09,20.9,19,12,0,118883,194986
404910,708,2043393,10,5755.48,21.8,24,9,0,187188,703736
160160,,,1,11347.75,13.5,17,8,0,92397,246488
449086,706,1387570,4,10603.33,7.2,0,6,0,78033,124960
719158,722,1242201,10,24015.62,22.6,41,9,0,139270,463408
129866,735,1327283,5,23890.98,13.5,8,18,0,282872,387640
542916,642,1283868,6,28779.87,19.6,0,22,0,238564,891044
201806,,,4,9160.09,11.8,0,13,0,259065,2142624
648978,741,2391378,10,19449.92,26.9,0,17,0,450072,2236608
99999999,745,1116250,6,6241.69,10.1,0,8,0,170088,421718
142538,710,919714,10,14025.8,10.7,0,10,0,114551,184976
90354,730,557403,1,2322.56,12.8,18,11,0,9310,219956
242748,669,834917,10,23307.87,13.4,0,13,0,195928,307406
224422,728,1492412,10,27236.5,20.6,0,20,0,362843,578710
170456,739,485830,10,5911.09,15.4,74,10,0,123595,272074
99999999,722,483132,6,13326.03,11.9,55,24,0,127015,552948
391446,,,8,27172.85,13.6,40,16,0,497192,869616
99999999,726,1157214,5,12054.36,15.1,48,8,5,78280,192060
225060,732,1010724,10,15750.43,17,0,7,0,139593,288640
65318,714,902519,10,18952.88,20.5,17,6,0,157187,202444
355124,677,1003371,3,11965.25,27.6,0,8,0,335065,526438
608498,700,1206101,5,34976.91,13.4,26,13,0,380114,797324
190850,702,1276686,10,18512.08,35.5,67,13,0,199785,359766
353056,664,1152426,1,5800.51,16.3,3,9,0,190836,736582
668646,714,1520665,10,31553.68,21.4,0,16,0,605701,1111462
615868,723,1519696,3,28367.57,32.9,6,16,0,384579,525734
220748,702,896040,3,3277.88,13.5,69,7,0,74499,99374
332112,747,1242904,1,11600.45,20.2,0,8,0,148960,476454
99999999,738,810692,10,8377.1,19.8,0,14,1,169309,350086
287342,701,1418673,10,17615.09,22,55,7,1,113848,247324
99999999,737,1141938,10,21240.1,26.7,0,6,0,563996,698456
228338,728,598747,5,7783.54,12.8,0,9,0,190038,235576
765226,701,1604987,10,28756.12,21.1,0,16,0,579329,1497298
475772,737,1831581,1,17247.63,17.5,0,5,0,568385,689150
135432,,,9,7536.16,30.4,19,10,0,111777,256278
99999999,742,1905890,3,14119.47,14,0,7,0,177574,253836
289080,710,1418578,10,17614.14,21.4,0,9,0,735566,929830
155716,747,1248832,3,12873.26,21.1,0,9,1,48488,182314
74338,707,1439744,10,33834.06,22.2,44,14,0,511955,660110
439604,,,10,17751.89,31,0,11,0,607943,807268
223410,710,1107700,10,29723.22,23.1,10,11,0,357675,513194
99999999,716,694051,2,12203.89,10.2,0,10,0,130910,220968
109054,7430,998241,10,20796.64,29.1,7,12,0,641972,8544206
348722,715,2817852,6,30057.05,19,0,9,0,787246,1094302
392436,710,1826413,2,21612.5,14.1,73,16,1,255911,527230
99999999,730,1222384,4,31985.55,21.1,64,6,0,155458,200002
345004,,,10,14354.31,22.2,3,9,0,119130,234982
440484,,,10,22457.43,29.9,3,17,0,340328,531080
302478,711,1100936,1,19633.46,17.1,0,7,0,77197,318076
125598,673,389120,1,3826.41,6,0,8,0,27018,203170
179938,,,7,9955.62,19.6,8,16,0,62852,276760
206514,711,528428,1,14664.01,11.7,0,14,0,361437,519882
175692,,,10,25411.93,14.1,28,13,0,102942,357918
238590,,,4,10529.42,10.4,0,8,0,161253,418638
107074,669,484120,2,14120.23,11.2,12,9,0,155230,568788
275418,743,1236862,7,17625.16,18.7,58,6,0,74347,110374
268004,735,1157328,5,10223.14,8.4,0,12,0,229501,431398
453816,735,1773061,6,19946.77,10.3,0,9,0,598823,1149874
358644,709,863037,10,11291.32,14.9,41,7,0,99731,113212
232166,724,587765,9,11216.46,14.2,0,6,1,304570,588764
537680,657,928720,2,5015.05,20.9,76,9,3,35207,199782
220352,719,951520,0,17920.42,45.8,0,11,2,278369,586058
88880,727,997709,10,14541.46,14.4,76,6,0,138339,233178
452848,679,1537480,10,26777.65,28.4,77,15,0,188062,311520
178684,710,578664,0,4822.2,14.5,47,8,0,176358,366630
267520,667,962635,5,16926.34,19.4,68,9,0,272669,461582
335500,692,981578,1,18813.61,15.9,49,13,0,230052,430320
518914,741,1493856,10,38342.19,17.4,73,12,0,1962795,3459214
99999999,738,2987883,10,27637.97,19.4,22,15,0,853917,1872618
258962,,,6,3619.88,22.8,37,6,0,42997,65340
521928,746,1756075,7,26780.12,25.2,0,16,0,708852,1476200
138490,699,743356,7,12822.72,12.5,37,8,0,109421,223850
183480,710,1452474,5,39095.54,18.5,11,7,0,33288,50248
130174,748,1499024,5,9681.26,15.7,0,10,0,233358,906730
614394,741,2747837,1,17402.86,16,12,14,0,698915,2697574
197780,702,1909310,4,7255.34,18.7,16,9,0,49039,350548
352242,734,2186539,1,7871.51,19,0,14,0,163609,740014
322190,,,1,34035.46,48.9,0,12,0,703494,1301234
232848,666,1005480,1,24802.03,35,0,26,0,576650,993586
171908,,,7,15866.52,13.7,11,13,0,104500,144056
131626,735,637298,3,5682.71,10.2,0,8,0,197657,315656
99999999,713,583908,3,4632.39,14.3,0,6,0,186314,403238
99999999,707,883196,3,15971.02,15,4,9,0,301796,506440
161744,731,2171529,2,21534.41,15.8,0,19,0,476539,951346
673860,,,1,41222.97,16.7,0,15,0,36328,713086
711722,716,3591038,10,58653.38,21.4,22,22,0,3964350,10223378
167574,729,903070,1,19942.78,25.9,6,10,1,66063,131890
188496,739,2394000,2,19950,13,0,10,0,340119,416746
175164,739,1815241,8,30707.8,13,8,16,0,157491,613998
219098,735,1286699,4,11472.96,36.5,12,11,0,622744,836506
269852,,,1,6852.54,12.6,68,5,0,146756,281336
352110,,,10,34872.22,34.8,15,13,0,542621,919908
175956,,,7,6078.86,16,0,5,0,89034,132000
555786,738,883101,10,8315.92,25.8,0,11,0,266361,1989746
435600,,,2,16954.08,22.9,27,12,0,65398,174086
224928,713,1026095,10,11800.14,11,19,14,1,132620,249700
275638,703,1068826,10,26453.51,27,10,14,0,895850,1210374
372284,744,1702134,5,24964.67,14,76,15,0,228114,381128
184580,,,2,19657.21,11.4,0,10,1,109212,171358
225192,,,7,10164.43,20,45,18,0,309510,429704
95216,,,8,14973.71,17.7,0,15,0,402876,564762
373626,666,1010819,10,33525.69,16.9,20,11,0,374680,529078
221562,746,975878,2,13743.65,13.4,20,15,0,160132,370128
68948,,,1,1542.42,11,0,3,0,28899,60302
358468,706,719796,1,12188.69,20,17,6,0,86127,236874
242132,744,1138955,10,17369.04,27.6,46,8,1,68837,125334
176638,695,1977444,10,10464.06,22.7,0,9,1,88692,277530
228228,707,1298023,6,10481.54,26.6,66,8,1,166326,264902
216216,743,1556024,2,14263.49,11.8,43,11,0,209950,432542
161304,685,384294,2,9895.58,8.9,0,5,0,41211,77858
648252,622,1492944,7,26624.32,5,0,18,0,269933,730224
479402,734,1091531,10,9641.74,17,0,11,0,331474,438130
221606,748,918650,0,12746.34,48,0,15,0,91086,4394280
260304,662,1161508,3,18777.7,10.8,66,15,0,109535,251658
43670,710,942970,9,18938.06,26,39,12,0,196232,373692
222992,715,1636964,10,23326.68,15.1,28,23,0,267596,519882
532774,723,1038217,7,22580.93,14.6,0,10,0,307952,426008
156728,727,569943,1,5936.93,7.2,0,5,0,1482,77990
443124,723,2009174,10,17915.1,20.7,79,13,0,315020,549340
280324,,,2,19939.17,9.9,0,13,0,217189,276056
180114,740,1363972,10,25688.19,25.4,0,15,0,265487,631246
208538,,,3,9057.3,26.1,25,6,0,145540,504548
218724,746,1227837,6,11766.89,16.9,64,9,0,175902,242770
178816,693,896591,4,2854.18,23.4,0,8,0,113677,792968
99999999,739,2466048,7,23632.96,10,0,8,0,483797,867174
346478,6980,831307,2,13093.09,13.3,48,6,0,26847,167112
236852,,,3,26730.72,12.9,0,20,0,181412,836902
216458,738,1560964,3,8676.35,19.9,54,6,3,102942,331122
443168,709,1817996,7,17271,31.7,9,10,0,175427,365332
108152,,,10,12086.47,14.5,0,8,0,426018,954118
239536,751,2162713,2,38027.55,17.1,0,19,0,364762,2760516
262438,730,679972,1,14505.93,16,15,6,0,90079,434588
223102,733,828514,5,9596.9,14.5,38,14,0,298623,942128
132836,694,803035,4,16461.98,13.5,23,9,0,106780,128414
433092,,,10,17825.99,19,45,11,0,190000,279202
264176,,,10,6007.8,23.4,0,6,0,192147,330088
194788,7130,934610,10,18614.3,14.3,0,16,1,254562,589534
